Symbol,Company Name,Industry,Market Cap
ICU,SeaStar Medical Holding,Biotechnology,23621442
ICUI,ICU Medical,Medical Instruments & Supplies,3958759568
ICVX,Icosavax,Biotechnology,231422320
ID,PARTS iD,Internet Retail,7931598
IDA,IDACORP,Utilities - Regulated Electric,5478269766
IDAI,T Stamp,Software - Application,65751394
IDBA,IDEX Biometrics ASA,Software - Application,108948237
IDCC,InterDigital,Telecom Services,1963073070
IDEX,Ideanomics,Farm & Heavy Construction Machinery,76580315
IDN,Intellicheck,Software - Application,47393500
IDR,Idaho Strategic Resources,Gold,58917747
IDT,IDT Corporation,Telecom Services,869956684
IDW,IDW Media Holdings,Publishing,10665071
IDXX,IDEXX Laboratories,Diagnostics & Research,41458332272
IDYA,IDEAYA Biosciences,Biotechnology,664356256
IE,Ivanhoe Electric,Software - Application,1178161176
IEP,Icahn Enterprises L.P.,Conglomerates,18283208120
IESC,IES Holdings,Engineering & Construction,869116682
IEX,IDEX Corporation,Specialty Industrial Machinery,17446969746
IFBD,Infobird,Software - Application,12846008
IFF,International Flavors & Fragrances,Specialty Chemicals,23455962056
IFIN,InFinT Acquisition,Shell Companies,163425500
IFRX,InflaRx,Biotechnology,86725372
IFS,Intercorp Financial Services,Banks - Regional,2633838760
IGC,India Globalization Capital,Conglomerates,18019777
IGIC,International General Insurance Holdings,Insurance - Diversified,389908544
IGMS,IGM Biosciences,Biotechnology,588436137
IGT,International Game Technology,Gambling,5544116268
IGTA,Inception Growth Acquisition,Shell Companies,129675902
IH,iHuman,Education & Training Services,181574781
IHG,InterContinental Hotels Group,Lodging,11664922867
IHRT,iHeartMedia,Broadcasting,474942000
IHS,IHS Holding,Telecom Services,2905586880
IHT,InnSuites Hospitality Trust,REIT - Hotel & Motel,13058756
III,Information Services Group,Information Technology Services,246397229
IIIN,Insteel Industries,Metal Fabrication,541132384
IIIV,i3 Verticals,Software - Infrastructure,816755737
IINN,Inspira Technologies Oxy B.H.N.,Medical Devices,14956650
IIPR,Innovative Industrial Properties,REIT - Industrial,2127932772
IKNA,Ikena Oncology,Biotechnology,125088375
IKT,Inhibikase Therapeutics,Biotechnology,18431081
ILAG,Intelligent Living Application Group,Building Products & Equipment,18240600
ILMN,Illumina,Diagnostics & Research,38150061678
ILPT,Industrial Logistics Properties Trust,REIT - Industrial,201288848
IMAB,I-Mab,Biotechnology,287521848
IMAQ,International Media Acquisition,Shell Companies,89545410
IMAX,IMAX Corporation,Entertainment,1035142682
IMBI,iMedia Brands,Internet Retail,14736001
IMCC,IM Cannabis,Drug Manufacturers - Specialty & Generic,9198166
IMCR,Immunocore Holdings,Biotechnology,2468766476
IMGN,ImmunoGen,Biotechnology,900948472
IMH,Impac Mortgage Holdings,Mortgage Finance,13243021
IMKTA,"Ingles Markets,",Grocery Stores,1669032331
IMMP,Immutep,Biotechnology,155157751
IMMR,Immersion,Software - Application,289283202
IMMX,Immix Biopharma,Biotechnology,25295816
IMNM,Immunome,Biotechnology,60952850
IMNN,Imunon,Biotechnology,9218544
IMO,Imperial Oil,Oil & Gas Integrated,29680815149
IMOS,ChipMOS TECHNOLOGIES INC.,Semiconductors,913049820
IMPL,Impel Pharmaceuticals,Biotechnology,33244820
IMPP,Imperial Petroleum,Oil & Gas E&P,37386291
IMRN,Immuron,Biotechnology,10678050
IMRX,Immuneering,Biotechnology,265998653
IMTE,Integrated Media Technology,Electronic Components,7426965
IMTX,Immatics,Biotechnology,529029182
IMUX,Immunic,Biotechnology,66161662
IMV,IMV Inc.,Biotechnology,6779395
IMVT,Immunovant,Biotechnology,2020099950
IMXI,International Money Express,Software - Infrastructure,939521164
INAB,IN8bio,Biotechnology,31852860
INAQ,Insight Acquisition,Shell Companies,306599990
INBK,First Internet Bancorp,Banks - Regional,153384112
INBS,Intelligent Bio Solutions,Diagnostics & Research,4556654
INBX,Inhibrx,Biotechnology,822205527
INCR,InterCure,Drug Manufacturers - Specialty & Generic,92968308
INCY,Incyte,Biotechnology,16113679972
INDB,Independent Bank,Banks - Regional,2957158738
INDI,indie Semiconductor,Semiconductor Equipment & Materials,1535373002
INDO,Indonesia Energy Corporation,Oil & Gas E&P,48380679
INDP,Indaptus Therapeutics,Biotechnology,16160081
INDT,INDUS Realty Trust,Real Estate Services,675786776
INFA,Informatica,Software - Infrastructure,4745388938
INFI,Infinity Pharmaceuticals,Biotechnology,14305841
INFN,Infinera,Communication Equipment,1727849298
INFU,InfuSystem Holdings,Medical Instruments & Supplies,161920750
INFY,Infosys,Information Technology Services,72131665879
ING,ING Groep,Banks - Diversified,42921801490
INGN,Inogen,Medical Devices,286660608
INGR,Ingredion,Packaged Foods,6709571631
INKT,MiNK Therapeutics,Biotechnology,65108544
INLX,Intellinetics,Software - Application,17109792
INM,InMed Pharmaceuticals,Biotechnology,3594456
INMB,INmune Bio,Biotechnology,115931160
INMD,InMode,Medical Devices,2654945836
INN,Summit Hotel Properties,REIT - Hotel & Motel,773254972
INNV,InnovAge Holding,Medical Care Facilities,1082056080
INO,Inovio Pharmaceuticals,Biotechnology,215445987
INOD,Innodata,Information Technology Services,234037846
INPX,Inpixon,Software - Application,6799203
INSE,Inspired Entertainment,Gambling,335686340
INSG,Inseego,Communication Equipment,63176422
INSM,Insmed,Biotechnology,2325705114
INSP,Inspire Medical Systems,Medical Devices,6818552728
INST,Instructure Holdings,Software - Application,3701550093
INSW,International Seaways,Oil & Gas Midstream,2047379952
INT,World Fuel Services,Oil & Gas Refining & Marketing,1585180765
INTA,Intapp,Software - Application,2858630712
INTC,Intel,Semiconductors,1.45446E+11
INTE,Integral Acquisition Corporation 1,Shell Companies,147487470
INTG,The InterGroup Corporation,Lodging,104549400
INTR,Inter & Co,Banks - Regional,687155292
INTT,inTEST,Semiconductor Equipment & Materials,230657836
INTU,Intuit,Software - Application,1.2924E+11
INTZ,Intrusion,Software - Infrastructure,24789960
INUV,Inuvo,Advertising Agencies,38574702
INVA,Innoviva,Biotechnology,766418580
INVE,Identiv,Computer Hardware,143988520
INVH,Invitation Homes,REIT - Residential,19094365780
INVO,INVO Bioscience,Medical Devices,8927661
INVZ,Innoviz Technologies,Auto Parts,493682000
INZY,Inozyme Pharma,Biotechnology,269433189
IOAC,Innovative International Acquisition,Shell Companies,129507184
IOBT,IO Biotech,Biotechnology,54028688
IONM,Assure Holdings,Medical Care Facilities,3655652
IONQ,"IonQ, Inc.",Computer Hardware,1342255944
IONR,ioneer,Other Industrial Metals & Mining,415964430
IONS,Ionis Pharmaceuticals,Biotechnology,5286482457
IOR,Income Opportunity Realty Investors,Mortgage Finance,47437756
IOSP,Innospec,Specialty Chemicals,2561113417
IOT,Samsara,Software - Infrastructure,10340359164
IOVA,Iovance Biotherapeutics,Biotechnology,1370100339
IP,International Paper Company,Packaging & Containers,12598138537
IPA,ImmunoPrecise Antibodies,Biotechnology,69071058
IPAR,Inter Parfums,Household & Personal Products,4567241056
IPDN,Professional Diversity Network,Staffing & Employment Services,44117394
IPG,The Interpublic Group of Companies,Advertising Agencies,14341421920
IPGP,IPG Photonics,Semiconductor Equipment & Materials,5872897701
IPHA,Innate Pharma,Biotechnology,228622714
IPI,Intrepid Potash,Agricultural Inputs,358043760
IPSC,Century Therapeutics,Biotechnology,205321982
IPVF,InterPrivate III Financial Partners,Shell Companies,344327032
IPVI,InterPrivate IV InfraTech Partners,Shell Companies,370156250
IPW,iPower,Internet Retail,15850806
IPWR,Ideal Power,Electrical Equipment & Parts,61589896
IPX,IperionX,Other Industrial Metals & Mining,87679186
IQ,iQIYI,Entertainment,6964732436
IQMD,Intelligent Medicine Acquisition,Shell Companies,265994990
IQV,IQVIA Holdings,Diagnostics & Research,37021581899
IR,Ingersoll Rand,Specialty Industrial Machinery,23560397795
IRAA,Iris Acquisition,Shell Companies,347759970
IRBT,iRobot,"Furnishings, Fixtures & Appliances",1196770268
IRDM,Iridium Communications,Telecom Services,7838665890
IREN,Iris Energy,Capital Markets,182217792
IRIX,IRIDEX,Medical Devices,32494616
IRM,Iron Mountain,REIT - Specialty,15391307360
IRMD,IRadimed,Medical Devices,495542420
IRNT,IronNet,Software - Infrastructure,36463733
IRON,Disc Medicine,Biotechnology,400126532
IROQ,IF Bancorp,Banks - Regional,51866770
IRRX,Integrated Rail and Resources Acquisition,Shell Companies,304750000
IRS,IRSA Inversiones y Representaciones,Conglomerates,897029163
IRT,Independence Realty Trust,REIT - Residential,3597564938
IRTC,iRhythm Technologies,Medical Devices,3747727689
IRWD,Ironwood Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1621742160
ISDR,Issuer Direct,Software - Application,79706196
ISEE,IVERIC bio,Biotechnology,3336178260
ISIG,Insignia Systems,Advertising Agencies,13140895
ISPC,iSpecimen,Diagnostics & Research,12082190
ISPO,Inspirato,Leisure,63955753
ISRG,Intuitive Surgical,Medical Instruments & Supplies,89480153746
ISRL,Israel Acquisitions,Shell Companies,330602112
ISSC,Innovative Solutions and Support,Aerospace & Defense,127707192
ISTR,Investar Holding,Banks - Regional,138373893
ISUN,"iSun, Inc.",Solar,16572494
IT,Gartner,Information Technology Services,25755571662
ITAQ,Industrial Tech Acquisitions II,Shell Companies,224034375
ITCB,Itaú Corpbanca,Banks - Regional,2336443085
ITCI,Intra-Cellular Therapies,Drug Manufacturers - Specialty & Generic,5159412000
ITGR,Integer Holdings,Medical Devices,2575797750
ITI,Iteris,Communication Equipment,200611467
ITIC,Investors Title Company,Insurance - Specialty,286397170
ITOS,iTeos Therapeutics,Biotechnology,486154644
ITP,IT Tech Packaging,Paper & Paper Products,3895488
ITRG,Integra Resources,Other Precious Metals & Mining,43702529
ITRI,Itron,Scientific & Technical Instruments,2517668435
ITRM,Iterum Therapeutics,Biotechnology,12725827
ITRN,Ituran Location and Control,Communication Equipment,441419616
ITT,ITT Inc.,Specialty Industrial Machinery,7137010000
ITUB,Itaú Unibanco Holding,Banks - Regional,47603614484
ITW,Illinois Tool Works,Specialty Industrial Machinery,74208670502
IVA,Inventiva,Biotechnology,153368488
IVAC,Intevac,Aerospace & Defense,189100073
IVCA,Investcorp India Acquisition,Shell Companies,338937568
IVCB,Investcorp Europe Acquisition Corp I,Shell Companies,451087479
IVCP,Swiftmerge Acquisition,Shell Companies,289968760
IVDA,Iveda Solutions,Security & Protection Services,19905711
IVR,Invesco Mortgage Capital,REIT - Mortgage,459946660
IVT,InvenTrust Properties,REIT - Retail,1578858840
IVVD,Invivyd,Biotechnology,131028000
IVZ,Invesco,Asset Management,7457916531
IX,ORIX Corporation,Credit Services,18873146880
IXAQ,IX Acquisition,Shell Companies,295837479
IXHL,Incannex Healthcare,Drug Manufacturers - Specialty & Generic,150042980
IZEA,IZEA Worldwide,Internet Content & Information,40567408
IZM,ICZOOM Group,Specialty Retail,11239592
J,Jacobs Engineering Group,Engineering & Construction,14890162140
JACK,Jack in the Box,Restaurants,1804389036
JAGX,Jaguar Health,Biotechnology,8698593
JAKK,JAKKS Pacific,Leisure,179753920
JAMF,Jamf Holding,Software - Application,2396505680
JAN,JanOne,Waste Management,4121032
JANX,Janux Therapeutics,Biotechnology,564675564
JAQC,Jupiter Acquisition,Shell Companies,207244720
JAZZ,Jazz Pharmaceuticals,Biotechnology,9267283762
JBGS,JBG SMITH Properties,REIT - Office,1727969340
JBHT,J.B. Hunt Transport Services,Integrated Freight & Logistics,18207484200
JBI,Janus International Group,Building Products & Equipment,1446501440
JBL,Jabil,Electronic Components,11749524000
JBLU,JetBlue Airways,Airlines,2382496364
JBSS,John B. Sanfilippo & Son,Packaged Foods,1103327588
JBT,John Bean Technologies,Specialty Industrial Machinery,3475990308
JCI,Johnson Controls International,Building Products & Equipment,41381619244
JCSE,JE Cleantech Holdings,Specialty Industrial Machinery,7885500
JCTCF,Jewett-Cameron Trading Company,Lumber & Wood Production,19681313
JD,JD.com,Internet Retail,68819520000
JEF,Jefferies Financial Group,Capital Markets,7642896558
JELD,JELD-WEN Holding,Building Products & Equipment,1077436896
JEWL,Adamas One,Luxury Goods,17598739
JFBR,Jeffs' Brands,Internet Retail,6719996
JFIN,Jiayin Group,Internet Content & Information,232804209
JFU,9F Inc.,Information Technology Services,18229741
JG,Aurora Mobile,Software - Infrastructure,69530175
JGGC,Jaguar Global Growth Corporation I,Shell Companies,319238984
JHG,Janus Henderson Group,Asset Management,4413129120
JHX,James Hardie Industries,Building Materials,9617926246
JILL,J.Jill,Apparel Retail,264707016
JJSF,J&J Snack Foods,Packaged Foods,2850166846
JKHY,Jack Henry & Associates,Information Technology Services,11001158907
JKS,JinkoSolar Holding Co.,Solar,2566168246
JLL,Jones Lang LaSalle,Real Estate Services,6925600431
JMIA,Jumia Technologies AG,Internet Retail,328595672
JMSB,John Marshall Bancorp,Banks - Regional,305015760
JNCE,Jounce Therapeutics,Biotechnology,96845280
JNJ,Johnson & Johnson,Drug Manufacturers - General,4.83575E+11
JNPR,Juniper Networks,Communication Equipment,11150703200
JOAN,JOANN,Specialty Retail,64851330
JOB,GEE Group,Staffing & Employment Services,50064353
JOBY,Joby Aviation,Airports & Air Services,2892748776
JOE,The St. Joe Company,Real Estate - Diversified,2427340155
JOUT,Johnson Outdoors,Leisure,650162321
JPM,JPMorgan Chase & Co.,Banks - Diversified,3.83549E+11
JRSH,Jerash Holdings (US),Apparel Manufacturing,58422744
JRVR,James River Group Holdings,Insurance - Specialty,774703335
JSPR,Jasper Therapeutics,Biotechnology,197983230
JT,Jianpu Technology,Credit Services,32623206
JUGG,Jaws Juggernaut Acquisition,Shell Companies,353103775
JUN,Juniper II,Shell Companies,387952490
JUPW,Jupiter Wellness,Drug Manufacturers - Specialty & Generic,11869338
JVA,Coffee Holding Co.,Packaged Foods,10675082
JWAC,Jupiter Wellness Acquisition,Shell Companies,190924416
JWEL,Jowell Global,Internet Retail,5667876
JWN,Nordstrom,Department Stores,2605656900
JWSM,Jaws Mustang Acquisition,Shell Companies,280485435
JXJT,JX Luxventure,Apparel Manufacturing,6674180
JXN,Jackson Financial,Insurance - Life,3078136101
JYNT,The Joint,Medical Care Facilities,245228247
JZ,Jianzhi Education Technology Group Company,Education & Training Services,70243800
JZXN,Jiuzi Holdings,Auto & Truck Dealerships,5281456
K,Kellogg Company,Packaged Foods,22945049280
KA,Kineta,Biotechnology,27531918
KACL,Kairous Acquisition Corp.,Shell Companies,48041890
KAI,Kadant,Specialty Industrial Machinery,2434304184
KAL,Kalera,Farm Products,3123845
KALA,Kala Pharmaceuticals,Drug Manufacturers - Specialty & Generic,30483775
KALU,Kaiser Aluminum,Aluminum,1189661904
KALV,KalVista Pharmaceuticals,Biotechnology,293812302
KAMN,Kaman,Aerospace & Defense,640985256
KAR,KAR Auction Services,Auto & Truck Dealerships,1490011920
KARO,Karooooo,Software - Application,718065520
KAVL,Kaival Brands Innovations Group,Tobacco,40436135
KB,KB Financial Group,Banks - Regional,14190469697
KBAL,Kimball International,"Furnishings, Fixtures & Appliances",451455480
KBH,KB Home,Residential Construction,3298649424
KBNT,Kubient,Software - Application,10325367
KBR,"KBR, Inc.",Engineering & Construction,7518288600
KC,Kingsoft Cloud Holdings,Software - Application,2255268540
KCGI,Kensington Capital Acquisition V,Shell Companies,359662951
KD,Kyndryl Holdings,Information Technology Services,3357973682
KDNY,Chinook Therapeutics,Biotechnology,1524339530
KDP,Keurig Dr Pepper,Beverages - Non-Alcoholic,49619557693
KE,Kimball Electronics,Electrical Equipment & Parts,595853220
KELYA,Kelly Services,Staffing & Employment Services,617680539
KELYB,Kelly Services,Staffing & Employment Services,602675093
KEN,Kenon Holdings,Utilities - Independent Power Producers,1584201360
KEP,Korea Electric Power,Utilities - Regulated Electric,8910474089
KEQU,Kewaunee Scientific,"Furnishings, Fixtures & Appliances",43587061
KERN,Akerna,Health Information Services,4613656
KEX,Kirby,Marine Shipping,4183045500
KEY,KeyCorp,Banks - Regional,11579234780
KEYS,Keysight Technologies,Scientific & Technical Instruments,28765887012
KFFB,Kentucky First Federal Bancorp,Banks - Regional,50965375
KFRC,Kforce,Staffing & Employment Services,1285137984
KFS,Kingsway Financial Services,Auto & Truck Dealerships,220646450
KFY,Korn Ferry,Staffing & Employment Services,2711646834
KGC,Kinross Gold,Gold,5768808000
KHC,The Kraft Heinz Company,Packaged Foods,47448092475
KIDS,OrthoPediatrics,Medical Devices,1018377686
KIM,Kimco Realty,REIT - Retail,12106490135
KIND,Nextdoor Holdings,Internet Content & Information,825144183
KINS,Kingstone Companies,Insurance - Property & Casualty,14278766
KIQ,Kelso Technologies,Railroads,15209628
KIRK,Kirkland's,Specialty Retail,36350040
KITT,Nauticus Robotics,Aerospace & Defense,140658893
KKR,KKR & Co.,Asset Management,45225390479
KLAC,KLA Corporation,Semiconductor Equipment & Materials,57383879662
KLIC,Kulicke and Soffa Industries,Semiconductor Equipment & Materials,2986885451
KLR,Kaleyra,Software - Application,21615825
KLTR,Kaltura,Software - Infrastructure,258865920
KLXE,KLX Energy Services Holdings,Oil & Gas Equipment & Services,191150870
KMB,Kimberly-Clark,Household & Personal Products,45293078028
KMDA,Kamada,Drug Manufacturers - Specialty & Generic,208248356
KMI,Kinder Morgan,Oil & Gas Midstream,39362480000
KMPR,Kemper,Insurance - Property & Casualty,3496266774
KMT,Kennametal,Tools & Accessories,2220934660
KMX,CarMax,Auto & Truck Dealerships,10157782720
KN,Knowles,Communication Equipment,1553111568
KNDI,Kandi Technologies Group,Auto Parts,211041198
KNOP,KNOT Offshore Partners LP,Marine Shipping,182030424
KNSA,Kiniksa Pharmaceuticals,Biotechnology,764950996
KNSL,Kinsale Capital Group,Insurance - Property & Casualty,6932564550
KNSW,KnightSwan Acquisition,Shell Companies,298712868
KNTE,Kinnate Biopharma,Biotechnology,291060000
KNTK,Kinetik Holdings,Oil & Gas Midstream,1532288370
KNW,Know Labs,Scientific & Technical Instruments,42914673
KNX,Knight-Swift Transportation Holdings,Trucking,9105872040
KO,The Coca-Cola Company,Beverages - Non-Alcoholic,2.68361E+11
KOD,Kodiak Sciences,Biotechnology,399978752
KODK,Eastman Kodak Company,Specialty Business Services,335432082
KOF,"Coca-Cola FEMSA,",Beverages - Non-Alcoholic,16905379654
KOP,Koppers Holdings,Specialty Chemicals,728439088
KOPN,Kopin,Electronic Components,126666720
KORE,KORE Group Holdings,Telecom Services,93076484
KOS,Kosmos Energy,Oil & Gas E&P,3419312340
KOSS,Koss Corporation,Consumer Electronics,42456876
KPLT,Katapult Holdings,Software - Infrastructure,44014280
KPRX,Kiora Pharmaceuticals,Biotechnology,6410362
KPTI,Karyopharm Therapeutics,Biotechnology,440900380
KR,The Kroger Co.,Grocery Stores,35421396740
KRBP,Kiromic BioPharma,Biotechnology,2638340
KRC,Kilroy Realty,REIT - Office,4006940400
KREF,KKR Real Estate Finance Trust,REIT - Mortgage,786992050
KRG,Kite Realty Group Trust,REIT - Retail,4728066398
KRKR,36Kr Holdings,Internet Content & Information,44678150
KRMD,KORU Medical Systems,Medical Instruments & Supplies,192091024
KRNL,Kernel Group Holdings,Shell Companies,389730306
KRNT,Kornit Digital,Specialty Industrial Machinery,966306000
KRNY,Kearny Financial,Banks - Regional,547111828
KRO,Kronos Worldwide,Specialty Chemicals,1061986680
KRON,Kronos Bio,Biotechnology,92435520
KROS,Keros Therapeutics,Biotechnology,1275051933
KRP,"Kimbell Royalty Partners, LP",Oil & Gas E&P,1354342980
KRT,Karat Packaging,Packaging & Containers,265100375
KRTX,Karuna Therapeutics,Biotechnology,6788631524
KRUS,Kura Sushi USA,Restaurants,678053240
KRYS,Krystal Biotech,Biotechnology,2062641822
KSCP,Knightscope,Security & Protection Services,32331918
KSPN,Kaspien Holdings,Software - Application,3166715
KSS,Kohl's,Department Stores,2606937300
KT,KT Corporation,Telecom Services,5807043809
KTB,Kontoor Brands,Apparel Manufacturing,2686656351
KTCC,Key Tronic,Computer Hardware,78239013
KTOS,Kratos Defense & Security Solutions,Aerospace & Defense,1767214466
KTRA,Kintara Therapeutics,Biotechnology,5912134
KTTA,Pasithea Therapeutics,Biotechnology,11377744
KUKE,Kuke Music Holding,Entertainment,33073370
KULR,KULR Technology Group,Electronic Components,116608081
KURA,Kura Oncology,Biotechnology,837004078
KVHI,KVH Industries,Communication Equipment,217962278
KVSA,Khosla Ventures Acquisition Co.,Shell Companies,410974200
KVSC,Khosla Ventures Acquisition Co. III,Shell Companies,636355255
KW,Kennedy-Wilson Holdings,Real Estate Services,2288872663
KWE,KWESST Micro Systems,Aerospace & Defense,10914943
KWR,Quaker Chemical,Specialty Chemicals,3553162910
KXIN,Kaixin Auto Holdings,Auto & Truck Dealerships,107525779
KYCH,Keyarch Acquisition,Shell Companies,155991518
KYMR,Kymera Therapeutics,Biotechnology,1716990351
KZIA,Kazia Therapeutics,Biotechnology,21048857
KZR,Kezar Life Sciences,Biotechnology,221615894
L,Loews,Insurance - Property & Casualty,13634583960
LAB,Standard BioTools,Diagnostics & Research,154174613
LABP,Landos Biopharma,Biotechnology,9288183
LAC,Lithium Americas,Other Industrial Metals & Mining,3287152640
LAD,Lithia Motors,Auto & Truck Dealerships,6291271116
LADR,Ladder Capital,REIT - Mortgage,1195443900
LAKE,Lakeland Industries,Apparel Manufacturing,106870394
LAMR,Lamar Advertising Company,REIT - Specialty,10163607320
LANC,Lancaster Colony,Packaged Foods,5593604480
LAND,Gladstone Land,REIT - Industrial,594638100
LANV,Lanvin Group Holdings,Luxury Goods,705933690
LARK,Landmark Bancorp,Banks - Regional,107705332
LASE,Laser Photonics,Specialty Industrial Machinery,36792221
LASR,nLIGHT,Semiconductors,465176118
LATG,LatAmGrowth SPAC,Shell Companies,170137490
LAUR,Laureate Education,Education & Training Services,1846472786
LAW,CS Disco,Software - Application,394761280
LAZ,Lazard,Capital Markets,2883278398
LAZR,Luminar Technologies,Auto Parts,2396529720
LAZY,Lazydays Holdings,Auto & Truck Dealerships,161191875
LBAI,Lakeland Bancorp,Banks - Regional,1014935904
LBBB,Lakeshore Acquisition II,Shell Companies,95163015
LBC,Luther Burbank,Banks - Regional,483693300
LBPH,Longboard Pharmaceuticals,Biotechnology,85804873
LBRDA,Liberty Broadband,Telecom Services,12026802069
LBRDK,Liberty Broadband,Telecom Services,11953200037
LBRT,Liberty Energy,Oil & Gas Equipment & Services,2247476172
LBTYA,Liberty Global,Telecom Services,9147722942
LBTYB,Liberty Global,Telecom Services,8593226353
LBTYK,Liberty Global,Telecom Services,9147399980
LC,LendingClub,Credit Services,768376910
LCA,Landcadia Holdings IV,Shell Companies,630624990
LCAA,L Catterton Asia Acquisition,Shell Companies,366194060
LCFY,Locafy,Internet Content & Information,7021922
LCI,Lannett Company,Drug Manufacturers - Specialty & Generic,18733884
LCID,Lucid Group,Auto Manufacturers,14717782671
LCII,LCI Industries,Recreational Vehicles,2766515613
LCNB,LCNB Corp.,Banks - Regional,183981864
LCTX,Lineage Cell Therapeutics,Biotechnology,255219000
LCUT,Lifetime Brands,"Furnishings, Fixtures & Appliances",126325332
LCW,Learn CW Investment,Shell Companies,295262479
LDI,loanDepot,Mortgage Finance,541610446
LDOS,Leidos Holdings,Information Technology Services,12629986844
LE,Lands' End,Specialty Retail,334174582
LEA,Lear Corporation,Auto Parts,8248071598
LECO,Lincoln Electric Holdings,Tools & Accessories,9739737250
LEDS,SemiLEDs,Semiconductors,10376082
LEE,"Lee Enterprises,",Publishing,75196257
LEG,"Leggett & Platt,","Furnishings, Fixtures & Appliances",4242399120
LEGH,Legacy Housing,Residential Construction,554893352
LEGN,Legend Biotech,Biotechnology,8072173046
LEJU,Leju Holdings,Real Estate Services,14951857
LEN,Lennar,Residential Construction,29956141567
LEN.B,Lennar,Residential Construction,29833288519
LESL,Leslie's,Home Improvement Retail,2022096600
LEU,Centrus Energy,Uranium,471369328
LEV,The Lion Electric Company,Farm & Heavy Construction Machinery,411121365
LEVI,Levi Strauss & Co.,Apparel Manufacturing,7332817408
LEXX,Lexaria Bioscience,Biotechnology,16280968
LFAC,LF Capital Acquisition Corp. II,Shell Companies,184476600
LFCR,Lifecore Biomedical,Drug Manufacturers - Specialty & Generic,114454980
LFLY,Leafly Holdings,Pharmaceutical Retailers,16010236
LFMD,LifeMD,Pharmaceutical Retailers,54207900
LFST,LifeStance Health Group,Medical Care Facilities,2796428981
LFT,Lument Finance Trust,REIT - Mortgage,105507024
LFUS,Littelfuse,Electronic Components,6648095820
LFVN,LifeVantage,Packaged Foods,45655107
LGF.A,Lions Gate Entertainment,Entertainment,2442761594
LGF.B,Lions Gate Entertainment,Entertainment,2428951182
LGHL,Lion Group Holding,Capital Markets,17953271
LGIH,LGI Homes,Residential Construction,2681620704
LGL,The LGL Group,Electronic Components,22910583
LGMK,LogicMark,Security & Protection Services,3610684
LGND,Ligand Pharmaceuticals,Biotechnology,1256162052
LGO,Largo,Other Industrial Metals & Mining,350325964
LGST,Semper Paratus Acquisition,Shell Companies,516960641
LGVC,LAMF Global Ventures I,Shell Companies,364070664
LGVN,Longeveron,Biotechnology,56161047
LH,Laboratory Corporation of America Holdings,Diagnostics & Research,20303670000
LHC,Leo Holdings Corp. II,Shell Companies,145439175
LHX,L3Harris Technologies,Aerospace & Defense,37277160110
LI,Li Auto,Auto Manufacturers,24345012400
LIAN,LianBio,Biotechnology,218947680
LIBY,Liberty Resources Acquisition,Shell Companies,156580166
LICN,Lichen China,Specialty Business Services,57502355
LICY,Li-Cycle Holdings,Waste Management,993711935
LIDR,"AEye, Inc.",Auto Parts,53126278
LIFE,aTyr Pharma,Biotechnology,111640410
LIFW,MSP Recovery,Health Information Services,3673718272
LII,Lennox International,Building Products & Equipment,8913931848
LILA,Liberty Latin America,Telecom Services,1788278760
LILAK,Liberty Latin America,Telecom Services,1782028870
LILM,Lilium,Aerospace & Defense,257985000
LIN,Linde,Specialty Chemicals,1.74934E+11
LINC,Lincoln Educational Services,Education & Training Services,178360184
LIND,Lindblad Expeditions Holdings,Travel Services,508469632
LINK,Interlink Electronics,Electronic Components,60089884
LIPO,Lipella Pharmaceuticals,Biotechnology,11028365
LIQT,LiqTech International,Pollution & Treatment Controls,21273031
LITB,LightInTheBox Holding Co.,Internet Retail,182165060
LITE,Lumentum Holdings,Communication Equipment,3699685000
LITM,Snow Lake Resources,Other Industrial Metals & Mining,34324200
LITT,Logistics Innovation Technologies,Shell Companies,432839882
LIVB,LIV Capital Acquisition Corp. II,Shell Companies,130953120
LIVE,Live Ventures,Home Improvement Retail,100263736
LIVN,LivaNova,Medical Devices,2334345268
LIXT,Lixte Biotechnology Holdings,Biotechnology,13771732
LIZI,Lizhi,Internet Content & Information,39028312
LKCO,Luokung Technology,Internet Content & Information,34474860
LKFN,Lakeland Financial,Banks - Regional,1622050272
LKQ,LKQ Corporation,Auto Parts,15171380400
LL,LL Flooring Holdings,Home Improvement Retail,111178500
LLAP,Terran Orbital,Aerospace & Defense,265462305
LLY,Eli Lilly and Company,Drug Manufacturers - General,3.27055E+11
LMAT,LeMaitre Vascular,Medical Instruments & Supplies,1137348031
LMB,Limbach Holdings,Engineering & Construction,180779810
LMDX,LumiraDx,Diagnostics & Research,191042460
LMFA,LM Funding America,Credit Services,10211682
LMND,Lemonade,Insurance - Property & Casualty,1053053956
LMNL,Liminal BioSciences,Biotechnology,11796036
LMNR,Limoneira Company,Farm Products,297057796
LMST,Limestone Bancorp,Banks - Regional,170211914
LMT,Lockheed Martin,Aerospace & Defense,1.20319E+11
LNC,Lincoln National,Insurance - Life,3802395690
LND,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,Farm Products,475255898
LNG,Cheniere Energy,Oil & Gas Midstream,38407750400
LNKB,LINKBANCORP,Banks - Regional,132813048
LNN,Lindsay,Farm & Heavy Construction Machinery,1663472797
LNSR,LENSAR,Medical Devices,27645474
LNT,Alliant Energy,Utilities - Regulated Electric,13410769200
